Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
China,"80,928","3,245","70,420","7,263",20-03-2020,02:48
Italy,"41,035","3,405","4,440","33,190",20-03-2020,02:48
Iran,"18,407","1,284","5,979","11,144",20-03-2020,02:48
Spain,"18,077",831,"1,107","16,139",20-03-2020,02:48
Germany,"15,320",44,115,"15,161",20-03-2020,02:48
USA,"13,816",207,108,"13,501",20-03-2020,02:48
France,"10,995",372,"1,295","9,328",20-03-2020,02:48
S. Korea,"8,565",91,"1,947","6,527",20-03-2020,02:48
Switzerland,"4,222",43,15,"4,164",20-03-2020,02:48
UK,"3,269",144,65,"3,060",20-03-2020,02:48
Netherlands,"2,460",76,2,"2,382",20-03-2020,02:48
Austria,"2,179",6,9,"2,164",20-03-2020,02:48
Belgium,"1,795",21,165,"1,609",20-03-2020,02:48
Norway,"1,790",7,1,"1,782",20-03-2020,02:48
Sweden,"1,439",11,16,"1,412",20-03-2020,02:48
Denmark,"1,151",6,1,"1,144",20-03-2020,02:48
Japan,943,33,191,719,20-03-2020,02:48
Malaysia,900,2,75,823,20-03-2020,02:48
Canada,873,12,11,850,20-03-2020,02:48
Portugal,786,4,4,778,20-03-2020,02:48
Australia,756,6,46,704,20-03-2020,02:48
Diamond Princess,712,7,527,178,20-03-2020,02:48
Czechia,694,,3,691,20-03-2020,02:48
Israel,677,,14,663,20-03-2020,02:48
Brazil,635,7,2,626,20-03-2020,02:48
Ireland,557,3,5,549,20-03-2020,02:48
Greece,464,6,19,439,20-03-2020,02:48
Qatar,460,,10,450,20-03-2020,02:48
Pakistan,454,2,13,439,20-03-2020,02:48
Finland,400,,10,390,20-03-2020,02:48
Turkey,359,4,,355,20-03-2020,02:48
Poland,355,5,13,337,20-03-2020,02:48
Singapore,345,,124,221,20-03-2020,02:48
Chile,342,,,342,20-03-2020,02:48
Luxembourg,335,4,6,325,20-03-2020,02:48
Iceland,330,,5,325,20-03-2020,02:48
Slovenia,319,1,,318,20-03-2020,02:48
Indonesia,308,25,15,268,20-03-2020,02:48
Bahrain,278,1,110,167,20-03-2020,02:48
Romania,277,,25,252,20-03-2020,02:48
Saudi Arabia,274,,8,266,20-03-2020,02:48
