Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
China,"80,967","3,248","71,150","6,569",20-03-2020,13:10
Italy,"41,035","3,405","4,440","33,190",20-03-2020,13:10
Iran,"18,407","1,284","5,979","11,144",20-03-2020,13:10
Spain,"18,077",831,"1,107","16,139",20-03-2020,13:10
Germany,"16,046",44,115,"15,887",20-03-2020,13:10
USA,"14,366",217,125,"14,024",20-03-2020,13:10
France,"10,995",372,"1,295","9,328",20-03-2020,13:10
S. Korea,"8,652",94,"2,233","6,325",20-03-2020,13:10
Switzerland,"4,222",43,15,"4,164",20-03-2020,13:10
UK,"3,269",144,65,"3,060",20-03-2020,13:10
Netherlands,"2,460",76,2,"2,382",20-03-2020,13:10
Belgium,"2,257",37,165,"2,055",20-03-2020,13:10
Austria,"2,203",6,9,"2,188",20-03-2020,13:10
Norway,"1,802",7,1,"1,794",20-03-2020,13:10
Sweden,"1,452",11,16,"1,425",20-03-2020,13:10
Denmark,"1,226",9,1,"1,216",20-03-2020,13:10
Malaysia,"1,030",2,87,941,20-03-2020,13:10
Japan,963,33,215,715,20-03-2020,13:10
Australia,876,7,46,823,20-03-2020,13:10
Canada,873,12,11,850,20-03-2020,13:10
Portugal,786,4,4,778,20-03-2020,13:10
Czechia,774,,3,771,20-03-2020,13:10
Diamond Princess,712,7,527,178,20-03-2020,13:10
Israel,705,,15,690,20-03-2020,13:10
Brazil,647,7,2,638,20-03-2020,13:10
Ireland,557,3,5,549,20-03-2020,13:10
Luxembourg,484,4,6,474,20-03-2020,13:10
Greece,464,6,19,439,20-03-2020,13:10
Qatar,460,,10,450,20-03-2020,13:10
Pakistan,456,3,13,440,20-03-2020,13:10
Finland,400,,10,390,20-03-2020,13:10
Indonesia,369,32,17,320,20-03-2020,13:10
Poland,367,5,13,349,20-03-2020,13:10
Turkey,359,4,,355,20-03-2020,13:10
Singapore,345,,124,221,20-03-2020,13:10
Chile,342,,,342,20-03-2020,13:10
Iceland,330,,5,325,20-03-2020,13:10
Thailand,322,1,42,279,20-03-2020,13:10
Slovenia,319,1,,318,20-03-2020,13:10
Estonia,283,,1,282,20-03-2020,13:10
Bahrain,279,1,110,168,20-03-2020,13:10
Romania,277,,25,252,20-03-2020,13:10
Saudi Arabia,274,,8,266,20-03-2020,13:10
Ecuador,260,4,1,255,20-03-2020,13:10
Egypt,256,7,42,207,20-03-2020,13:10
Hong Kong,256,4,98,154,20-03-2020,13:10
Peru,234,3,1,230,20-03-2020,13:10
Philippines,230,18,8,204,20-03-2020,13:10
India,206,5,20,181,20-03-2020,13:10
South Africa,202,,,202,20-03-2020,13:10
Russia,199,1,9,189,20-03-2020,13:10
Iraq,192,13,49,130,20-03-2020,13:10
Mexico,164,1,4,159,20-03-2020,13:10
Lebanon,163,4,4,155,20-03-2020,13:10
Kuwait,159,,22,137,20-03-2020,13:10
San Marino,144,14,4,126,20-03-2020,13:10
UAE,140,,31,109,20-03-2020,13:10
Panama,137,1,1,135,20-03-2020,13:10
Armenia,136,,1,135,20-03-2020,13:10
Taiwan,135,2,28,105,20-03-2020,13:10
Argentina,128,3,3,122,20-03-2020,13:10
Colombia,128,,1,127,20-03-2020,13:10
Slovakia,124,,,124,20-03-2020,13:10
Serbia,118,,2,116,20-03-2020,13:10
Croatia,113,1,5,107,20-03-2020,13:10
Bulgaria,112,3,,109,20-03-2020,13:10
Latvia,111,,1,110,20-03-2020,13:10
Uruguay,94,,,94,20-03-2020,13:10
Algeria,90,10,32,48,20-03-2020,13:10
Costa Rica,89,2,,87,20-03-2020,13:10
Vietnam,87,,16,71,20-03-2020,13:10
Hungary,85,1,7,77,20-03-2020,13:10
Faeroe Islands,80,,2,78,20-03-2020,13:10
Andorra,74,,1,73,20-03-2020,13:10
Brunei,73,,,73,20-03-2020,13:10
Belarus,69,,15,54,20-03-2020,13:10
Jordan,69,,1,68,20-03-2020,13:10
Bosnia and Herzegovina,69,,2,67,20-03-2020,13:10
North Macedonia,67,,1,66,20-03-2020,13:10
Cyprus,67,,,67,20-03-2020,13:10
Morocco,66,3,2,61,20-03-2020,13:10
Sri Lanka,65,,3,62,20-03-2020,13:10
Albania,64,2,,62,20-03-2020,13:10
Malta,53,,2,51,20-03-2020,13:10
Moldova,49,1,1,47,20-03-2020,13:10
Kazakhstan,49,,,49,20-03-2020,13:10
Lithuania,48,,1,47,20-03-2020,13:10
Oman,48,,13,35,20-03-2020,13:10
Palestine,48,,17,31,20-03-2020,13:10
Cambodia,47,,1,46,20-03-2020,13:10
Guadeloupe,45,,,45,20-03-2020,13:10
Azerbaijan,44,1,7,36,20-03-2020,13:10
Georgia,43,,1,42,20-03-2020,13:10
Venezuela,42,,,42,20-03-2020,13:10
Tunisia,39,1,1,37,20-03-2020,13:10
New Zealand,39,,,39,20-03-2020,13:10
Senegal,36,,2,34,20-03-2020,13:10
Dominican Republic,34,2,,32,20-03-2020,13:10
Burkina Faso,33,1,,32,20-03-2020,13:10
Uzbekistan,33,,,33,20-03-2020,13:10
Martinique,32,1,,31,20-03-2020,13:10
Liechtenstein,28,,,28,20-03-2020,13:10
Réunion,28,,,28,20-03-2020,13:10
Ukraine,26,3,1,22,20-03-2020,13:10
Afghanistan,24,,1,23,20-03-2020,13:10
Honduras,24,,,24,20-03-2020,13:10
Bangladesh,20,1,3,16,20-03-2020,13:10
Cameroon,20,,2,18,20-03-2020,13:10
DRC,18,,,18,20-03-2020,13:10
Macao,17,,10,7,20-03-2020,13:10
Bolivia,17,,,17,20-03-2020,13:10
Cuba,16,1,,15,20-03-2020,13:10
Jamaica,16,1,2,13,20-03-2020,13:10
Ghana,16,,,16,20-03-2020,13:10
French Guiana,15,,,15,20-03-2020,13:10
Guam,14,,,14,20-03-2020,13:10
Maldives,13,,,13,20-03-2020,13:10
Montenegro,13,,,13,20-03-2020,13:10
Paraguay,13,,,13,20-03-2020,13:10
Nigeria,12,,1,11,20-03-2020,13:10
Monaco,11,,,11,20-03-2020,13:10
Channel Islands,11,,,11,20-03-2020,13:10
